Ticker,Price,Volume,Timestamp,% Change,RVOL,AI Signal,Autonomous Rank,Watchlist Status,Market Leader,Sector,Sector Rotation,Opportunity Score,Institutional Signal,Smart Money,Opportunity Type,Trade Plan,Entry Price,Stop Loss,Target 1,Target 2,Target 3,Trade Quality,Risk Classification,Portfolio Priority,Capital Allocation,Portfolio Balance,Heatmap Signal,Market Sentiment,AI Conviction,Execution Readiness
AMZN,265.4,22699088,2026-05-23 16:53:42.711765,-0.07,0,No Signal,0,Normal,No,Other,Neutral,0,Neutral,Neutral,Neutral,No Trade,265.4,257.44,273.36,281.32,291.94,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
TSM,403.49,6062886,2026-05-23 16:53:42.912093,0.01,0,No Signal,0,Normal,No,Other,Neutral,0,Neutral,Neutral,Neutral,No Trade,403.49,391.39,415.59,427.7,443.84,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
SMR,11.34,28050079,2026-05-23 16:53:43.142289,-0.26,0,No Signal,0,Normal,No,Energy/Nuclear,Neutral,0,Neutral,Neutral,Neutral,No Trade,11.34,11.0,11.68,12.02,12.47,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
MU,745.56,32239320,2026-05-23 16:53:43.382433,-0.01,0,No Signal,0,Normal,No,Semiconductors,Neutral,0,Neutral,Neutral,Neutral,No Trade,745.56,723.19,767.93,790.29,820.12,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
OKLO,65.39,10545684,2026-05-23 16:53:43.619910,-0.32,0,No Signal,0,Normal,No,Energy/Nuclear,Neutral,0,Neutral,Neutral,Neutral,No Trade,65.39,63.43,67.35,69.31,71.93,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
IONQ,62.72,48880439,2026-05-23 16:53:43.976600,0.12,0,No Signal,0,Normal,No,Quantum,Neutral,0,Neutral,Neutral,Neutral,No Trade,62.72,60.84,64.61,66.49,69.0,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
MARA,13.77,38588214,2026-05-23 16:53:44.202997,0.15,0,No Signal,0,Normal,No,Other,Neutral,0,Neutral,Neutral,Neutral,No Trade,13.77,13.36,14.18,14.6,15.15,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
SNOW,172.02,5187279,2026-05-23 16:53:44.430779,-0.1,0,No Signal,0,Normal,No,Other,Neutral,0,Neutral,Neutral,Neutral,No Trade,172.02,166.86,177.18,182.34,189.22,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
MSFT,417.79,17514336,2026-05-23 16:53:44.673499,0.01,0,No Signal,0,Normal,No,Other,Neutral,0,Neutral,Neutral,Neutral,No Trade,417.79,405.26,430.33,442.86,459.57,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
CEG,293.8,2402699,2026-05-23 16:53:44.854021,-0.06,0,No Signal,0,Normal,No,Other,Neutral,0,Neutral,Neutral,Neutral,No Trade,293.8,284.99,302.61,311.43,323.18,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
CAVA,80.28,1859002,2026-05-23 16:53:45.079955,0.0,0,No Signal,0,Normal,No,Other,Neutral,0,Neutral,Neutral,Neutral,No Trade,80.28,77.87,82.69,85.1,88.31,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
COIN,184.29,7000832,2026-05-23 16:53:45.314905,-0.19,0,No Signal,0,Normal,No,Other,Neutral,0,Neutral,Neutral,Neutral,No Trade,184.29,178.76,189.82,195.35,202.72,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
AVGO,412.85,11089143,2026-05-23 16:53:45.553159,0.08,0,No Signal,0,Normal,No,Other,Neutral,0,Neutral,Neutral,Neutral,No Trade,412.85,400.46,425.24,437.62,454.14,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
AI,9.25,3929196,2026-05-23 16:53:45.709641,-0.43,0,No Signal,0,Normal,No,AI Software,Neutral,0,Neutral,Neutral,Neutral,No Trade,9.25,8.97,9.53,9.8,10.18,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
EOSE,7.97,23178891,2026-05-23 16:53:45.935600,0.51,0,No Signal,0,Normal,No,Energy/Nuclear,Neutral,0,Neutral,Neutral,Neutral,No Trade,7.97,7.73,8.21,8.45,8.77,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
BBAI,4.18,64143669,2026-05-23 16:53:46.092857,0.24,0,No Signal,0,Normal,No,AI Software,Neutral,0,Neutral,Neutral,Neutral,No Trade,4.18,4.05,4.31,4.43,4.6,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
HOOD,73.32,18886219,2026-05-23 17:35:28.719399,-0.1,0,No Signal,0,Normal,No,Other,Neutral,0,Neutral,Neutral,Neutral,No Trade,73.32,71.12,75.52,77.72,80.65,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
AMD,462.75,34518323,2026-05-23 17:35:28.877908,-0.05,0,No Signal,0,Normal,No,Semiconductors,Neutral,0,Neutral,Neutral,Neutral,No Trade,462.75,448.87,476.63,490.52,509.02,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
SMCI,35.22,36108832,2026-05-23 17:35:29.053199,-0.12,0,No Signal,0,Normal,No,Semiconductors,Neutral,0,Neutral,Neutral,Neutral,No Trade,35.22,34.16,36.28,37.33,38.74,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
OKLO,65.39,10545684,2026-05-23 17:35:29.260184,-0.32,0,No Signal,0,Normal,No,Energy/Nuclear,Neutral,0,Neutral,Neutral,Neutral,No Trade,65.39,63.43,67.35,69.31,71.93,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
MU,745.56,32239320,2026-05-23 17:35:29.420565,-0.01,0,No Signal,0,Normal,No,Semiconductors,Neutral,0,Neutral,Neutral,Neutral,No Trade,745.56,723.19,767.93,790.29,820.12,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
COIN,184.29,7000832,2026-05-23 17:35:29.593200,-0.19,0,No Signal,0,Normal,No,Other,Neutral,0,Neutral,Neutral,Neutral,No Trade,184.29,178.76,189.82,195.35,202.72,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
AI,9.25,3929196,2026-05-23 17:35:29.819611,-0.43,0,No Signal,0,Normal,No,AI Software,Neutral,0,Neutral,Neutral,Neutral,No Trade,9.25,8.97,9.53,9.8,10.18,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
QUBT,12.2,65466606,2026-05-23 17:35:30.065882,0.16,0,No Signal,0,Normal,No,Quantum,Neutral,0,Neutral,Neutral,Neutral,No Trade,12.2,11.83,12.57,12.93,13.42,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
RKLB,134.15,31190684,2026-05-23 17:35:30.265602,-0.25,0,No Signal,0,Normal,No,Space,Neutral,0,Neutral,Neutral,Neutral,No Trade,134.15,130.13,138.17,142.2,147.57,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
BBAI,4.18,64143669,2026-05-23 17:35:30.464843,0.24,0,No Signal,0,Normal,No,AI Software,Neutral,0,Neutral,Neutral,Neutral,No Trade,4.18,4.05,4.31,4.43,4.6,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
PATH,10.92,36860808,2026-05-23 17:35:30.640682,0.32,0,No Signal,0,Normal,No,Other,Neutral,0,Neutral,Neutral,Neutral,No Trade,10.92,10.59,11.25,11.58,12.01,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
MSFT,417.79,17514336,2026-05-23 17:35:30.839898,0.01,0,No Signal,0,Normal,No,Other,Neutral,0,Neutral,Neutral,Neutral,No Trade,417.79,405.26,430.33,442.86,459.57,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
MARA,13.77,38588214,2026-05-23 17:35:31.039599,0.15,0,No Signal,0,Normal,No,Other,Neutral,0,Neutral,Neutral,Neutral,No Trade,13.77,13.36,14.18,14.6,15.15,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
NVDA,214.3,148755979,2026-05-23 17:35:31.332744,-0.01,0,No Signal,0,Normal,No,Semiconductors,Neutral,0,Neutral,Neutral,Neutral,No Trade,214.3,207.87,220.73,227.16,235.73,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
LUNR,38.15,13463439,2026-05-23 17:35:31.661970,0.03,0,No Signal,0,Normal,No,Space,Neutral,0,Neutral,Neutral,Neutral,No Trade,38.15,37.01,39.29,40.44,41.96,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
TEM,46.04,3944057,2026-05-23 17:35:31.918866,0.08,0,No Signal,0,Normal,No,Other,Neutral,0,Neutral,Neutral,Neutral,No Trade,46.04,44.66,47.42,48.8,50.64,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
CAVA,80.28,1859002,2026-05-23 17:35:32.185613,0.0,0,No Signal,0,Normal,No,Other,Neutral,0,Neutral,Neutral,Neutral,No Trade,80.28,77.87,82.69,85.1,88.31,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
AAPL,308.4,34968851,2026-05-23 17:35:32.426132,-0.0,0,No Signal,0,Normal,No,Other,Neutral,0,Neutral,Neutral,Neutral,No Trade,308.4,299.15,317.65,326.9,339.24,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
QBTS,28.63,133923061,2026-05-23 17:35:32.587109,-0.38,0,No Signal,0,Normal,No,Quantum,Neutral,0,Neutral,Neutral,Neutral,No Trade,28.63,27.77,29.49,30.35,31.49,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
ASTS,105.6,26332069,2026-05-23 17:35:32.753484,-0.04,0,No Signal,0,Normal,No,Space,Neutral,0,Neutral,Neutral,Neutral,No Trade,105.6,102.43,108.77,111.94,116.16,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
GOOGL,382.29,15197770,2026-05-23 17:35:32.920632,0.0,0,No Signal,0,Normal,No,Other,Neutral,0,Neutral,Neutral,Neutral,No Trade,382.29,370.82,393.76,405.23,420.52,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
CEG,293.8,2402699,2026-05-23 17:35:33.082293,-0.06,0,No Signal,0,Normal,No,Other,Neutral,0,Neutral,Neutral,Neutral,No Trade,293.8,284.99,302.61,311.43,323.18,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
META,607.35,9242279,2026-05-23 17:35:33.295578,-0.02,0,No Signal,0,Normal,No,Other,Neutral,0,Neutral,Neutral,Neutral,No Trade,607.35,589.13,625.57,643.79,668.08,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
EOSE,7.97,23178891,2026-05-23 17:35:33.459519,0.51,0,No Signal,0,Normal,No,Energy/Nuclear,Neutral,0,Neutral,Neutral,Neutral,No Trade,7.97,7.73,8.21,8.45,8.77,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
AVGO,412.85,11089143,2026-05-23 17:35:33.625131,0.08,0,No Signal,0,Normal,No,Other,Neutral,0,Neutral,Neutral,Neutral,No Trade,412.85,400.46,425.24,437.62,454.14,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
NNE,26.51,1992829,2026-05-23 17:35:33.826364,0.04,0,No Signal,0,Normal,No,Energy/Nuclear,Neutral,0,Neutral,Neutral,Neutral,No Trade,26.51,25.71,27.31,28.1,29.16,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
MSTR,158.75,11144313,2026-05-23 17:35:34.037497,0.0,0,No Signal,0,Normal,No,Other,Neutral,0,Neutral,Neutral,Neutral,No Trade,158.75,153.99,163.51,168.28,174.62,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
PLTR,135.94,23828981,2026-05-23 17:35:34.194204,0.05,0,No Signal,0,Normal,No,AI Software,Neutral,0,Neutral,Neutral,Neutral,No Trade,135.94,131.86,140.02,144.1,149.53,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
RGTI,25.86,185464079,2026-05-23 17:35:34.375795,0.27,0,No Signal,0,Normal,No,Quantum,Neutral,0,Neutral,Neutral,Neutral,No Trade,25.86,25.08,26.63,27.41,28.45,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
SNOW,172.02,5187279,2026-05-23 17:35:34.585098,-0.1,0,No Signal,0,Normal,No,Other,Neutral,0,Neutral,Neutral,Neutral,No Trade,172.02,166.86,177.18,182.34,189.22,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
SMR,11.34,28050079,2026-05-23 17:35:34.807775,-0.26,0,No Signal,0,Normal,No,Energy/Nuclear,Neutral,0,Neutral,Neutral,Neutral,No Trade,11.34,11.0,11.68,12.02,12.47,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
AMZN,265.4,22699088,2026-05-23 17:35:34.988671,-0.07,0,No Signal,0,Normal,No,Other,Neutral,0,Neutral,Neutral,Neutral,No Trade,265.4,257.44,273.36,281.32,291.94,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
ARM,304.08,13371940,2026-05-23 17:35:35.225522,-0.07,0,No Signal,0,Normal,No,Other,Neutral,0,Neutral,Neutral,Neutral,No Trade,304.08,294.96,313.2,322.32,334.49,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
JOBY,10.84,34383699,2026-05-23 17:35:35.382613,0.0,0,No Signal,0,Normal,No,Other,Neutral,0,Neutral,Neutral,Neutral,No Trade,10.84,10.52,11.17,11.49,11.92,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
TSM,403.49,6062886,2026-05-23 17:35:35.560568,0.01,0,No Signal,0,Normal,No,Other,Neutral,0,Neutral,Neutral,Neutral,No Trade,403.49,391.39,415.59,427.7,443.84,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
IREN,56.23,31978410,2026-05-23 17:35:35.740371,0.0,0,No Signal,0,Normal,No,Other,Neutral,0,Neutral,Neutral,Neutral,No Trade,56.23,54.54,57.92,59.61,61.85,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
ACHR,6.29,77019716,2026-05-23 17:35:35.920455,-0.16,0,No Signal,0,Normal,No,Other,Neutral,0,Neutral,Neutral,Neutral,No Trade,6.29,6.1,6.48,6.67,6.92,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
SOUN,8.16,31698389,2026-05-23 17:35:36.129710,0.0,0,No Signal,0,Normal,No,AI Software,Neutral,0,Neutral,Neutral,Neutral,No Trade,8.16,7.92,8.4,8.65,8.98,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
RIOT,24.31,10474841,2026-05-23 17:35:36.317579,0.0,0,No Signal,0,Normal,No,Other,Neutral,0,Neutral,Neutral,Neutral,No Trade,24.31,23.58,25.04,25.77,26.74,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
MRVL,195.2,16994824,2026-05-23 17:35:36.499761,-0.15,0,No Signal,0,Normal,No,Other,Neutral,0,Neutral,Neutral,Neutral,No Trade,195.2,189.34,201.06,206.91,214.72,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
VST,156.0,5829146,2026-05-23 17:35:36.714892,-0.28,0,No Signal,0,Normal,No,Other,Neutral,0,Neutral,Neutral,Neutral,No Trade,156.0,151.32,160.68,165.36,171.6,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
TSLA,423.68,42791546,2026-05-23 17:35:36.895245,-0.04,0,No Signal,0,Normal,No,Other,Neutral,0,Neutral,Neutral,Neutral,No Trade,423.68,410.97,436.39,449.1,466.05,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
DDOG,221.64,2759294,2026-05-23 17:35:37.093123,-0.1,0,No Signal,0,Normal,No,Other,Neutral,0,Neutral,Neutral,Neutral,No Trade,221.64,214.99,228.29,234.94,243.8,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
IONQ,62.72,48880439,2026-05-23 17:35:37.300086,0.12,0,No Signal,0,Normal,No,Quantum,Neutral,0,Neutral,Neutral,Neutral,No Trade,62.72,60.84,64.61,66.49,69.0,🔴 Weak Setup,⚫ Avoid,❌ Avoid,⚫ No Allocation,⚖️ Balanced,⚪ Neutral,⚖️ Neutral,🔴 Avoid Conviction,❌ Avoid Execution
